25; 10; 1; 75; 7.195146e-02; 156; 1.562500e+02
25; 10; 1; 100; 6.994843e-02; 156; 1.562500e+02
25; 05; 25; 1; 1.630150e-01; 1097; 1.246992e+03
25; 05; 25; 25; 1.582934e-01; 1217; 1.246992e+03
25; 05; 25; 50; 1.610483e-01; 1217; 1.246992e+03
25; 05; 25; 75; 1.611913e-01; 1217; 1.246992e+03
25; 05; 25; 100; 1.712559e-01; 1213; 1.246992e+03
25; 10; 25; 1; 1.766624e-01; 2224; 2.320363e+03
25; 10; 25; 25; 1.676059e-01; 2256; 2.320363e+03
25; 10; 25; 50; 1.728911e-01; 2256; 2.320363e+03
25; 10; 25; 75; 1.867087e-01; 2256; 2.320363e+03
25; 10; 25; 100; 1.690282e-01; 2256; 2.320363e+03
25; 05; 50; 1; 1.872701e-01; 2184; 2.339190e+03
25; 05; 50; 25; 1.774437e-01; 2259; 2.339190e+03
25; 05; 50; 50; 1.757334e-01; 2266; 2.339190e+03
25; 05; 50; 75; 1.873447e-01; 2280; 2.339190e+03
25; 05; 50; 100; 1.731203e-01; 2266; 2.339190e+03
25; 10; 50; 1; 1.578544e-01; 4729; 4.832256e+03
25; 10; 50; 25; 1.543323e-01; 4768; 4.832256e+03
25; 10; 50; 50; 1.514100e-01; 4768; 4.832256e+03
25; 10; 50; 75; 1.550860e-01; 4768; 4.832256e+03
25; 10; 50; 100; 1.537728e-01; 4768; 4.832256e+03
25; 05; 75; 1; 1.677482e-01; 3585; 4.025043e+03
25; 05; 75; 25; 1.765221e-01; 3877; 4.025043e+03
25; 05; 75; 50; 1.779766e-01; 3877; 4.025043e+03
25; 05; 75; 75; 1.873673e-01; 3877; 4.025043e+03
25; 05; 75; 100; 1.748797e-01; 3877; 4.025043e+03
25; 10; 75; 1; 1.511980e-01; 6494; 6.704687e+03
25; 10; 75; 25; 1.531970e-01; 6512; 6.704687e+03
25; 10; 75; 50; 1.618191e-01; 6494; 6.704687e+03
25; 10; 75; 75; 1.545676e-01; 6545; 6.704687e+03
25; 10; 75; 100; 1.518004e-01; 6587; 6.704687e+03
25; 05; 100; 1; 1.552488e-01; 5487; 5.753435e+03
25; 05; 100; 25; 1.535071e-01; 5614; 5.753435e+03
25; 05; 100; 50; 1.521468e-01; 5614; 5.753435e+03
25; 05; 100; 75; 1.558913e-01; 5614; 5.753435e+03
25; 05; 100; 100; 1.528692e-01; 5614; 5.753435e+03
25; 10; 100; 1; 1.598561e-01; 8799; 9.185424e+03
25; 10; 100; 25; 1.566892e-01; 8943; 9.185424e+03
25; 10; 100; 50; 1.636710e-01; 8943; 9.185424e+03
25; 10; 100; 75; 1.638411e-01; 9003; 9.185424e+03
25; 10; 100; 100; 1.671239e-01; 8943; 9.185424e+03
40; 05; 1; 1; 1.109109e+00; 234; 2.418674e+02
40; 05; 1; 25; 1.017918e+00; 234; 2.418674e+02
40; 05; 1; 50; 1.000412e+00; 234; 2.418674e+02
40; 05; 1; 75; 1.003270e+00; 235; 2.418674e+02
40; 05; 1; 100; 1.015256e+00; 235; 2.418674e+02
40; 10; 1; 1; 4.798174e-01; 400; 4.000000e+02
40; 10; 1; 25; 4.901877e-01; 400; 4.000000e+02
40; 10; 1; 50; 4.763497e-01; 400; 4.000000e+02
40; 10; 1; 75; 4.733894e-01; 400; 4.000000e+02
40; 10; 1; 100; 5.104691e-01; 400; 4.000000e+02
40; 05; 25; 1; 1.093913e+00; 2943; 3.167897e+03
40; 05; 25; 25; 1.083766e+00; 3033; 3.167897e+03
40; 05; 25; 50; 1.081188e+00; 3033; 3.167897e+03
40; 05; 25; 75; 1.080804e+00; 3033; 3.167897e+03
40; 05; 25; 100; 1.086142e+00; 3033; 3.167897e+03
40; 10; 25; 1; 1.157711e+00; 5834; 6.024502e+03
40; 10; 25; 25; 1.073691e+00; 5913; 6.024502e+03
40; 10; 25; 50; 1.168817e+00; 5905; 6.024502e+03
40; 10; 25; 75; 1.067342e+00; 5944; 6.024502e+03
40; 10; 25; 100; 1.154854e+00; 5944; 6.024502e+03
40; 05; 50; 1; 1.158788e+00; 6342; 6.876250e+03
40; 05; 50; 25; 1.148422e+00; 6592; 6.876250e+03
40; 05; 50; 50; 1.301991e+00; 6599; 6.876250e+03
40; 05; 50; 75; 1.156463e+00; 6595; 6.876250e+03
40; 05; 50; 100; 1.175462e+00; 6599; 6.876250e+03
40; 10; 50; 1; 1.167308e+00; 10764; 1.099994e+04
40; 10; 50; 25; 1.157114e+00; 10906; 1.099994e+04
40; 10; 50; 50; 1.160568e+00; 10906; 1.099994e+04
40; 10; 50; 75; 1.165704e+00; 10906; 1.099994e+04
40; 10; 50; 100; 1.142345e+00; 10906; 1.099994e+04
40; 05; 75; 1; 1.215032e+00; 9202; 9.930539e+03
40; 05; 75; 25; 1.229172e+00; 9548; 9.930539e+03
40; 05; 75; 50; 1.218519e+00; 9526; 9.930539e+03
40; 05; 75; 75; 1.216949e+00; 9571; 9.930539e+03
40; 05; 75; 100; 1.209101e+00; 9548; 9.930539e+03
40; 10; 75; 1; 1.157922e+00; 16248; 1.703798e+04
40; 10; 75; 25; 1.153016e+00; 16547; 1.703798e+04
40; 10; 75; 50; 1.159584e+00; 16590; 1.703798e+04
40; 10; 75; 75; 1.150294e+00; 16685; 1.703798e+04
40; 10; 75; 100; 1.168657e+00; 16590; 1.703798e+04
40; 05; 100; 1; 1.078680e+00; 12475; 1.331526e+04
40; 05; 100; 25; 1.077681e+00; 12673; 1.331526e+04
40; 05; 100; 50; 1.098259e+00; 12587; 1.331526e+04
40; 05; 100; 75; 1.094291e+00; 12673; 1.331526e+04
40; 05; 100; 100; 1.094998e+00; 12673; 1.331526e+04
40; 10; 100; 1; 1.154585e+00; 22010; 2.324238e+04
40; 10; 100; 25; 1.160504e+00; 22788; 2.324238e+04
40; 10; 100; 50; 1.165917e+00; 22788; 2.324238e+04
40; 10; 100; 75; 1.156820e+00; 22788; 2.324238e+04
40; 10; 100; 100; 1.159685e+00; 22788; 2.324238e+04
55; 05; 1; 1; 6.593988e+00; 448; 4.613083e+02
55; 05; 1; 25; 6.610829e+00; 448; 4.613083e+02
55; 05; 1; 50; 6.591933e+00; 449; 4.613083e+02
55; 05; 1; 75; 6.416055e+00; 448; 4.613083e+02
55; 05; 1; 100; 6.566809e+00; 447; 4.613083e+02
55; 10; 1; 1; 3.536485e+00; 756; 7.562500e+02
55; 10; 1; 25; 3.238704e+00; 756; 7.562500e+02
55; 10; 1; 50; 3.358664e+00; 756; 7.562500e+02
55; 10; 1; 75; 3.455290e+00; 756; 7.562500e+02
55; 10; 1; 100; 3.311096e+00; 756; 7.562500e+02
55; 05; 25; 1; 6.810263e+00; 5863; 6.196262e+03
55; 05; 25; 25; 6.895663e+00; 5911; 6.196262e+03
55; 05; 25; 50; 6.596125e+00; 5921; 6.196262e+03
55; 05; 25; 75; 6.424128e+00; 5956; 6.196262e+03
55; 05; 25; 100; 6.572105e+00; 5929; 6.196262e+03
55; 10; 25; 1; 7.127165e+00; 10836; 1.104938e+04
55; 10; 25; 25; 7.317794e+00; 10871; 1.104938e+04
55; 10; 25; 50; 7.292780e+00; 10871; 1.104938e+04
55; 10; 25; 75; 7.629066e+00; 10871; 1.104938e+04
55; 10; 25; 100; 7.170351e+00; 10871; 1.104938e+04
55; 05; 50; 1; 6.637887e+00; 11649; 1.244127e+04
55; 05; 50; 25; 6.579727e+00; 11976; 1.244127e+04
55; 05; 50; 50; 6.732183e+00; 11958; 1.244127e+04
55; 05; 50; 75; 6.735346e+00; 11958; 1.244127e+04
55; 05; 50; 100; 6.581401e+00; 11949; 1.244127e+04
55; 10; 50; 1; 6.859556e+00; 20647; 2.124771e+04
55; 10; 50; 25; 6.750022e+00; 20778; 2.124771e+04
55; 10; 50; 50; 6.772242e+00; 20798; 2.124771e+04
55; 10; 50; 75; 6.753340e+00; 20795; 2.124771e+04
55; 10; 50; 100; 6.775858e+00; 20798; 2.124771e+04
55; 05; 75; 1; 6.428373e+00; 16178; 1.733345e+04
55; 05; 75; 25; 6.837623e+00; 16675; 1.733345e+04
55; 05; 75; 50; 6.961125e+00; 16679; 1.733345e+04
55; 05; 75; 75; 6.554098e+00; 16616; 1.733345e+04
55; 05; 75; 100; 6.689359e+00; 16642; 1.733345e+04
55; 10; 75; 1; 7.076300e+00; 30884; 3.192973e+04
55; 10; 75; 25; 7.094694e+00; 31242; 3.192973e+04
55; 10; 75; 50; 6.888372e+00; 31232; 3.192973e+04
55; 10; 75; 75; 6.985308e+00; 31490; 3.192973e+04
55; 10; 75; 100; 6.601728e+00; 31490; 3.192973e+04
55; 05; 100; 1; 6.615051e+00; 23294; 2.483102e+04
55; 05; 100; 25; 6.818754e+00; 24037; 2.483102e+04
55; 05; 100; 50; 7.214559e+00; 23915; 2.483102e+04
55; 05; 100; 75; 6.980852e+00; 23924; 2.483102e+04
55; 05; 100; 100; 6.825330e+00; 24003; 2.483102e+04
55; 10; 100; 1; 7.286301e+00; 40600; 4.235292e+04
55; 10; 100; 25; 6.894777e+00; 41610; 4.235292e+04
55; 10; 100; 50; 7.213239e+00; 41538; 4.235292e+04
55; 10; 100; 75; 6.774125e+00; 41538; 4.235292e+04
55; 10; 100; 100; 6.668766e+00; 41361; 4.235292e+04
70; 05; 1; 1; 2.873021e+01; 699; 7.342698e+02
70; 05; 1; 25; 3.013136e+01; 714; 7.342698e+02
70; 05; 1; 50; 3.018098e+01; 711; 7.342698e+02
70; 05; 1; 75; 3.009235e+01; 711; 7.342698e+02
70; 05; 1; 100; 2.949833e+01; 711; 7.342698e+02
70; 10; 1; 1; 1.460998e+01; 1224; 1.225000e+03
70; 10; 1; 25; 1.464478e+01; 1225; 1.225000e+03
70; 10; 1; 50; 1.478354e+01; 1225; 1.225000e+03
70; 10; 1; 75; 1.514135e+01; 1225; 1.225000e+03
70; 10; 1; 100; 1.480749e+01; 1225; 1.225000e+03
70; 05; 25; 1; 2.832570e+01; 9533; 1.010355e+04
70; 05; 25; 25; 3.177759e+01; 9728; 1.010355e+04
70; 05; 25; 50; 3.280564e+01; 9761; 1.010355e+04
70; 05; 25; 75; 3.176286e+01; 9745; 1.010355e+04
70; 05; 25; 100; 2.962254e+01; 9763; 1.010355e+04
70; 10; 25; 1; 3.305552e+01; 17342; 1.766334e+04
70; 10; 25; 25; 3.511629e+01; 17353; 1.766334e+04
70; 10; 25; 50; 3.438921e+01; 17364; 1.766334e+04
70; 10; 25; 75; 3.618550e+01; 17360; 1.766334e+04
70; 10; 25; 100; 3.664451e+01; 17381; 1.766334e+04
70; 05; 50; 1; 3.288785e+01; 18559; 1.960091e+04
70; 05; 50; 25; 2.981680e+01; 18840; 1.960091e+04
70; 05; 50; 50; 2.970568e+01; 18826; 1.960091e+04
70; 05; 50; 75; 3.107178e+01; 18932; 1.960091e+04
70; 05; 50; 100; 3.095649e+01; 18872; 1.960091e+04
70; 10; 50; 1; 3.281027e+01; 33237; 3.481592e+04
70; 10; 50; 25; 3.245889e+01; 34138; 3.481592e+04
70; 10; 50; 50; 3.145121e+01; 34208; 3.481592e+04
70; 10; 50; 75; 3.309780e+01; 34284; 3.481592e+04
70; 10; 50; 100; 3.264109e+01; 34283; 3.481592e+04
70; 05; 75; 1; 3.121998e+01; 26987; 2.889357e+04
70; 05; 75; 25; 2.981229e+01; 27613; 2.889357e+04
70; 05; 75; 50; 2.859261e+01; 27682; 2.889357e+04
70; 05; 75; 75; 2.916171e+01; 27626; 2.889357e+04
70; 05; 75; 100; 2.840530e+01; 27662; 2.889357e+04
70; 10; 75; 1; 3.263495e+01; 50695; 5.195426e+04
70; 10; 75; 25; 3.241050e+01; 50813; 5.195426e+04
70; 10; 75; 50; 3.252685e+01; 50935; 5.195426e+04
70; 10; 75; 75; 3.154156e+01; 50817; 5.195426e+04
70; 10; 75; 100; 3.156984e+01; 50958; 5.195426e+04
70; 05; 100; 1; 2.953330e+01; 35407; 3.754163e+04
70; 05; 100; 25; 3.164650e+01; 36007; 3.754163e+04
70; 05; 100; 50; 3.287939e+01; 36221; 3.754163e+04
70; 05; 100; 75; 3.130204e+01; 36221; 3.754163e+04
70; 05; 100; 100; 3.294581e+01; 36168; 3.754163e+04
70; 10; 100; 1; 3.464290e+01; 66697; 6.820343e+04
70; 10; 100; 25; 3.280859e+01; 66736; 6.820343e+04
70; 10; 100; 50; 3.452037e+01; 66865; 6.820343e+04
70; 10; 100; 75; 3.470309e+01; 66837; 6.820343e+04
70; 10; 100; 100; 3.584627e+01; 66902; 6.820343e+04
